Order,species.name,phylo.name,mean.uvb
Anura,Platymantis_mimulus,Platymantis_mimulus,4873.58
Anura,Platymantis_montanus,Platymantis_montanus,4574.3
Anura,Platymantis_naomii,Platymantis_naomii,4737.79
Anura,Platymantis_navjoti,,
Anura,Platymantis_negrosensis,Platymantis_negrosensis,5412.22
Anura,Platymantis_paengi,Platymantis_paengi,5107.12
Anura,Platymantis_panayensis,Platymantis_panayensis,5023.36
Anura,Platymantis_polillensis,Platymantis_polillensis,4534.42
Anura,Platymantis_pseudodorsalis,Platymantis_pseudodorsalis,4737.79
Anura,Platymantis_pygmaeus,Platymantis_pygmaeus,4772.29
Anura,Platymantis_quezoni,,4981.83
Anura,Platymantis_rabori,Platymantis_rabori,5095.98
Anura,Platymantis_sierramadrensis,Platymantis_sierramadrensis,4606.63
Anura,Platymantis_spelaeus,Platymantis_spelaeus,4969.56
Anura,Platymantis_subterrestris,Platymantis_subterrestris,4590.92
Anura,Platymantis_taylori,Platymantis_taylori,4586.92
Anura,Ceratophrys_aurita,Ceratophrys_aurita,4510.66
Anura,Ceratophrys_calcarata,Ceratophrys_calcarata,5440
Anura,Ceratophrys_cornuta,Ceratophrys_cornuta,5311.57
Anura,Ceratophrys_cranwelli,Ceratophrys_cranwelli,4329.66
Anura,Ceratophrys_joazeirensis,Ceratophrys_joazeirensis,5621.13
Anura,Ceratophrys_ornata,Ceratophrys_ornata,3433.19
Anura,Ceratophrys_stolzmanni,Ceratophrys_stolzmanni,4979.75
Anura,Ceratophrys_testudo,Ceratophrys_testudo,4925.67
Anura,Chacophrys_pierottii,Chacophrys_pierottii,4464.24
Anura,Lepidobatrachus_asper,Lepidobatrachus_asper,4305.69
Anura,Lepidobatrachus_laevis,Lepidobatrachus_laevis,4406.65
Anura,Lepidobatrachus_llanensis,Lepidobatrachus_llanensis,4314.81
Anura,Conraua_alleni,Conraua_alleni,5590.7
Anura,Conraua_beccarii,Conraua_beccarii,6251.42
Anura,Conraua_crassipes,Conraua_crassipes,5401.01
Anura,Conraua_derooi,Conraua_derooi,5416.92
Anura,Conraua_goliath,Conraua_goliath,5453.1
Anura,Conraua_robusta,Conraua_robusta,5341.81
Anura,Barycholos_pulcher,Barycholos_pulcher,4826.99
Anura,Barycholos_ternetzi,Barycholos_ternetzi,5188.14
Anura,Bryophryne_abramalagae,Bryophryne_abramalagae,8088.77
Anura,Bryophryne_bakersfield,,6712.52
Anura,Bryophryne_bustamantei,Bryophryne_bustamantei,7983.5
Anura,Bryophryne_cophites,Bryophryne_cophites,7211.63
Anura,Qosqophryne_flammiventris,Bryophryne_flammiventris,8101.61
Anura,Qosqophryne_gymnotis,Bryophryne_gymnotis,8088.77
Anura,Bryophryne_hanssaueri,Bryophryne_hanssaueri,7211.63
Anura,Qosqophryne_mancoinca,,
Anura,Bryophryne_nubilosus,Bryophryne_nubilosus,7211.63
Anura,Bryophryne_phuyuhampatu,,7634.21
Anura,Bryophryne_quellokunka,,
Anura,Bryophryne_tocra,,
Anura,Bryophryne_wilakunka,,
Anura,Bryophryne_zonalis,Bryophryne_zonalis,8010.41
Anura,Ceuthomantis_aracamuni,Ceuthomantis_aracamuni,4973.98
Anura,Ceuthomantis_cavernibardus,Ceuthomantis_cavernibardus,5314.29
Anura,Ceuthomantis_duellmani,Ceuthomantis_duellmani,5863.33
Anura,Ceuthomantis_smaragdinus,Ceuthomantis_smaragdinus,5837.7
Anura,Craugastor_adamastus,Craugastor_adamastus,5095.76
Anura,Craugastor_alfredi,Craugastor_alfredi,4735.56
Anura,Craugastor_amniscola,Craugastor_amniscola,5376.56
Anura,Craugastor_anciano,Craugastor_anciano,5031.94
Anura,Craugastor_andi,Craugastor_andi,4188.66
Anura,Craugastor_angelicus,Craugastor_angelicus,4472.61
Anura,Craugastor_aphanus,Craugastor_aphanus,4925.34
Anura,Craugastor_augusti,Craugastor_augusti,4703.38
Anura,Craugastor_aurilegulus,Craugastor_aurilegulus,4754.2
Anura,Craugastor_azueroensis,Craugastor_azueroensis,4447.9
Anura,Craugastor_batrachylus,Craugastor_batrachylus,4756.07
Anura,Craugastor_berkenbuschii,Craugastor_berkenbuschii,4688.25
Anura,Craugastor_blairi,,4391.11
Anura,Craugastor_bocourti,Craugastor_bocourti,4969.51
Anura,Craugastor_bransfordii,Craugastor_bransfordii,4807.52
Anura,Craugastor_brocchi,Craugastor_brocchi,4999.34
Anura,Craugastor_campbelli,Craugastor_campbelli,4840.13
Anura,Craugastor_castanedai,,4658.12
Anura,Craugastor_catalinae,Craugastor_catalinae,4347.5
Anura,Craugastor_chac,Craugastor_chac,4776.71
Anura,Craugastor_charadra,Craugastor_charadra,4914.81
Anura,Craugastor_chingopetaca,Craugastor_chingopetaca,4824.1
Anura,Craugastor_chrysozetetes,Craugastor_chrysozetetes,4658.12
Anura,Craugastor_coffeus,Craugastor_coffeus,4826.37
Anura,Craugastor_crassidigitus,Craugastor_crassidigitus,4711.63
Anura,Craugastor_cruzi,Craugastor_cruzi,4526.99
Anura,Craugastor_cuaquero,Craugastor_cuaquero,4839.2
Anura,Craugastor_cyanochthebius,Craugastor_cyanochthebius,4992.84
Anura,Craugastor_daryi,Craugastor_daryi,4932.69
Anura,Craugastor_decoratus,Craugastor_decoratus,4672.82
Anura,Craugastor_emcelae,Craugastor_emcelae,4321.36
Anura,Craugastor_emleni,Craugastor_emleni,5139.05
Anura,Craugastor_epochthidius,Craugastor_epochthidius,4586.21
Anura,Craugastor_escoces,Craugastor_escoces,4480.03
Anura,Craugastor_evanesco,Craugastor_evanesco,4521.16
Anura,Craugastor_fecundus,Craugastor_fecundus,4743.68
Anura,Craugastor_fitzingeri,Craugastor_fitzingeri,4882.78
Anura,Craugastor_fleischmanni,Craugastor_fleischmanni,4473.96
Anura,Craugastor_gabbi,,4475.15
Anura,Craugastor_galacticorhinus,Craugastor_galacticorhinus,5059.43
Anura,Craugastor_glaucus,Craugastor_glaucus,4795.52
Anura,Craugastor_gollmeri,Craugastor_gollmeri,4534.45
Anura,Craugastor_greggi,Craugastor_greggi,4320.04
Anura,Craugastor_guerreroensis,Craugastor_guerreroensis,5279.45
Anura,Craugastor_gulosus,Craugastor_gulosus,4308.29
Anura,Craugastor_gutschei,,4787.1
Anura,Craugastor_hobartsmithi,Craugastor_hobartsmithi,5155.72
Anura,Craugastor_inachus,Craugastor_inachus,5313.11
Anura,Craugastor_jota,Craugastor_jota,
Anura,Craugastor_laevissimus,Craugastor_laevissimus,5008.64
Anura,Craugastor_laticeps,Craugastor_laticeps,4874.08
Anura,Craugastor_lauraster,Craugastor_lauraster,4820.66
Anura,Craugastor_lineatus,Craugastor_lineatus,4847
Anura,Craugastor_loki,Craugastor_loki,4809.68
Anura,Craugastor_longirostris,Craugastor_longirostris,4890.16
Anura,Craugastor_matudai,Craugastor_matudai,4717.56
Anura,Craugastor_megacephalus,Craugastor_megacephalus,4814.07
Anura,Craugastor_megalotympanum,Craugastor_megalotympanum,4535.78
Anura,Craugastor_melanostictus,Craugastor_melanostictus,4377.8
Anura,Craugastor_merendonensis,Craugastor_merendonensis,4656.29
Anura,Craugastor_metriosistus,,5819.14
Anura,Craugastor_mexicanus,Craugastor_mexicanus,4922.93
Anura,Craugastor_milesi,Craugastor_milesi,4819.03
Anura,Craugastor_mimus,Craugastor_mimus,4797.84
Anura,Craugastor_monnichorum,Craugastor_monnichorum,4455.65
Anura,Craugastor_montanus,Craugastor_montanus,4906.19
Anura,Craugastor_myllomyllon,Craugastor_myllomyllon,4984.76
Anura,Craugastor_nefrens,Craugastor_nefrens,4906.73
Anura,Craugastor_noblei,Craugastor_noblei,4847.93
Anura,Craugastor_obesus,Craugastor_obesus,4340.34
Anura,Craugastor_occidentalis,Craugastor_occidentalis,5116.8
Anura,Craugastor_olanchano,Craugastor_olanchano,4909.9
Anura,Craugastor_omiltemanus,Craugastor_omiltemanus,5068.37
Anura,Craugastor_omoaensis,Craugastor_omoaensis,4830.63
Anura,Craugastor_opimus,Craugastor_opimus,4903.63
Anura,Craugastor_palenque,Craugastor_palenque,4954.02
Anura,Craugastor_pechorum,Craugastor_pechorum,4610.55
Anura,Craugastor_pelorus,Craugastor_pelorus,4684.69
Anura,Craugastor_persimilis,Craugastor_persimilis,4458.47
Anura,Craugastor_phasma,Craugastor_phasma,4411.32
Anura,Craugastor_podiciferus,Craugastor_podiciferus,4595.72
Anura,Craugastor_polymniae,Craugastor_polymniae,4682.36
Anura,Craugastor_polyptychus,Craugastor_polyptychus,4738.28
Anura,Craugastor_pozo,Craugastor_pozo,5059.27
Anura,Craugastor_psephosypharus,Craugastor_psephosypharus,4863.74
Anura,Craugastor_punctariolus,Craugastor_punctariolus,4637.43
Anura,Craugastor_pygmaeus,Craugastor_pygmaeus,4896.39
Anura,Craugastor_raniformis,Craugastor_raniformis,5351.43
Anura,Craugastor_ranoides,Craugastor_ranoides,4740.96
Anura,Craugastor_rayo,Craugastor_rayo,4688.8
Anura,Craugastor_rhodopis,Craugastor_rhodopis,4811.72
Anura,Craugastor_rhyacobatrachus,Craugastor_rhyacobatrachus,4347.5
Anura,Craugastor_rivulus,Craugastor_rivulus,4889.4
Anura,Craugastor_rostralis,Craugastor_rostralis,4982.47
Anura,Craugastor_rugosus,Craugastor_rugosus,5005.87
Anura,Craugastor_rugulosus,Craugastor_rugulosus,5365.73
Anura,Craugastor_rupinius,Craugastor_rupinius,5192.24
Anura,Craugastor_sabrinus,Craugastor_sabrinus,4788.31
Anura,Craugastor_sagui,,4567.61
Anura,Craugastor_saltator,Craugastor_saltator,5194.4
Anura,Craugastor_saltuarius,Craugastor_saltuarius,4696.72
Anura,Craugastor_sandersoni,Craugastor_sandersoni,4946.8
Anura,Craugastor_silvicola,Craugastor_silvicola,5156.21
Anura,Craugastor_spatulatus,Craugastor_spatulatus,4779.1
Anura,Craugastor_stadelmani,Craugastor_stadelmani,4921.69
Anura,Craugastor_stejnegerianus,Craugastor_stejnegerianus,4986.27
Anura,Craugastor_stuarti,Craugastor_stuarti,4866.05
Anura,Craugastor_tabasarae,Craugastor_tabasarae,4543.03
Anura,Craugastor_talamancae,Craugastor_talamancae,4667.02
Anura,Craugastor_tarahumaraensis,Craugastor_tarahumaraensis,4692.08
Anura,Craugastor_taurus,Craugastor_taurus,5083.99
Anura,Craugastor_taylori,Craugastor_taylori,4806.42
Anura,Craugastor_trachydermus,Craugastor_trachydermus,5024.63
Anura,Craugastor_underwoodi,Craugastor_underwoodi,4453.09
Anura,Craugastor_uno,Craugastor_uno,5026.79
Anura,Craugastor_vocalis,Craugastor_vocalis,4977.88
Anura,Craugastor_vulcani,Craugastor_vulcani,4476.05
Anura,Craugastor_xucanebi,Craugastor_xucanebi,4971.37
Anura,Craugastor_yucatanensis,Craugastor_yucatanensis,4586.18
Anura,Craugastor_zunigai,,4635.93
Anura,Dischidodactylus_colonnelloi,Dischidodactylus_colonnelloi,5334.4
Anura,Dischidodactylus_duidensis,Dischidodactylus_duidensis,5572.27
Anura,Euparkerella_brasiliensis,Euparkerella_brasiliensis,4176.98
Anura,Euparkerella_cochranae,Euparkerella_cochranae,4082.57
Anura,Euparkerella_cryptica,,
Anura,Euparkerella_robusta,Euparkerella_robusta,4403.03
Anura,Euparkerella_tridactyla,Euparkerella_tridactyla,4393
Anura,Haddadus_aramunha,Haddadus_aramunha,5299.38
Anura,Haddadus_binotatus,Haddadus_binotatus,4498.15
Anura,Haddadus_plicifer,Haddadus_plicifer,5821.21
Anura,Holoaden_bradei,Holoaden_bradei,4268.94
Anura,Holoaden_luederwaldti,Holoaden_luederwaldti,4084.28
Anura,Holoaden_pholeter,Holoaden_pholeter,3994.06
Anura,Holoaden_suarezi,Holoaden_suarezi,
Anura,Niceforonia_adercus,Hypodactylus_adercus,5686.07
Anura,Niceforonia_araiodactylus,Hypodactylus_araiodactylus,7098.15
Anura,Niceforonia_babax,Hypodactylus_babax,4828.74
Anura,Niceforonia_brunneus,Hypodactylus_brunneus,7535.54
Anura,Niceforonia_dolops,Hypodactylus_dolops,4975.03
Anura,Niceforonia_elassodiscus,Hypodactylus_elassodiscus,5044.91
Anura,Niceforonia_fallaciosus,Hypodactylus_fallaciosus,6435.64
Anura,Niceforonia_latens,Hypodactylus_latens,6138.58
Anura,Niceforonia_lucida,Hypodactylus_lucida,7226.91
Anura,Niceforonia_mantipus,Hypodactylus_mantipus,5488.81
Anura,Niceforonia_nigrovittatus,Hypodactylus_nigrovittatus,5169.15
Anura,Niceforonia_peraccai,Hypodactylus_peraccai,7633.49
Anura,Lynchius_flavomaculatus,Lynchius_flavomaculatus,5685.15
Anura,Lynchius_megacephalus,,
Anura,Lynchius_nebulanastes,Lynchius_nebulanastes,6269.8
Anura,Lynchius_oblitus,,6794.31
Anura,Lynchius_parkeri,Lynchius_parkeri,6947.95
Anura,Lynchius_simmonsi,Lynchius_simmonsi,4931.13
Anura,Lynchius_tabaconas,,5249.39
Anura,Microkayla_chapi,,
Anura,Microkayla_chilina,,
Anura,Microkayla_huayna,,7537
Anura,Niceforonia_adenobrachia,Niceforonia_adenobrachia,7167.28
Anura,Niceforonia_columbiana,Niceforonia_columbiana,
Anura,Niceforonia_nana,Niceforonia_nana,7735.31
Anura,Noblella_carrascoicola,Noblella_carrascoicola,5703.35
Anura,Noblella_coloma,Noblella_coloma,5515.79
Anura,Noblella_duellmani,Noblella_duellmani,6341.91
Anura,Noblella_heyeri,Noblella_heyeri,5473
Anura,Noblella_lochites,Noblella_lochites,5025.87
Anura,Noblella_losamigos,,
Anura,Noblella_lynchi,Noblella_lynchi,7218.17
Anura,Noblella_madreselva,,7155.4
Anura,Noblella_myrmecoides,Noblella_myrmecoides,5142.22
Anura,Noblella_naturetrekii,,
Anura,Noblella_personina,Noblella_personina,5223.6
Anura,Noblella_peruviana,Noblella_peruviana,4473.34
Anura,Noblella_pygmaea,Noblella_pygmaea,7211.63
Anura,Noblella_ritarasquinae,Noblella_ritarasquinae,4616.56
Anura,Noblella_thiuni,,
Anura,Noblella_worleyae,,
Anura,Oreobates_amarakaeri,Oreobates_amarakaeri,4876.03
Anura,Oreobates_antrum,,
Anura,Oreobates_ayacucho,Oreobates_ayacucho,7678.46
Anura,Oreobates_barituensis,Oreobates_barituensis,4411.97
Anura,Oreobates_berdemenos,,4420.84
Anura,Oreobates_choristolemma,Oreobates_choristolemma,4570.27
Anura,Oreobates_crepitans,Oreobates_crepitans,5035.71
Anura,Oreobates_cruralis,Oreobates_cruralis,4930.78
Anura,Oreobates_discoidalis,Oreobates_discoidalis,5016.55
Anura,Oreobates_gemcare,Oreobates_gemcare,7211.63
Anura,Oreobates_granulosus,Oreobates_granulosus,5258.33
Anura,Oreobates_heterodactylus,Oreobates_heterodactylus,4967.5
Anura,Oreobates_ibischi,Oreobates_ibischi,5051.2
Anura,Oreobates_lehri,Oreobates_lehri,7196.73
Anura,Oreobates_lundbergi,Oreobates_lundbergi,5727.81
Anura,Oreobates_machiguenga,Oreobates_machiguenga,5374.08
Anura,Oreobates_madidi,Oreobates_madidi,4812.37
Anura,Oreobates_pereger,Oreobates_pereger,7959.61
Anura,Oreobates_quixensis,Oreobates_quixensis,5165.75
Anura,Oreobates_remotus,Oreobates_remotus,
Anura,Oreobates_sanctaecrucis,Oreobates_sanctaecrucis,5176.97
Anura,Oreobates_sanderi,Oreobates_sanderi,5047.59
Anura,Oreobates_saxatilis,Oreobates_saxatilis,5254.03
Anura,Oreobates_yanucu,,4089.29
Anura,Oreobates_zongoensis,Oreobates_zongoensis,7180.17
Anura,Phrynopus_anancites,,8237.17
Anura,Phrynopus_auriculatus,Phrynopus_auriculatus,5265.86
Anura,Phrynopus_badius,Phrynopus_badius,4892.79
Anura,Phrynopus_barthlenae,Phrynopus_barthlenae,8201.03
Anura,Phrynopus_bracki,Phrynopus_bracki,5265.86
Anura,Phrynopus_bufoides,Phrynopus_bufoides,8105.23
Anura,Phrynopus_capitalis,,6751.05
Anura,Phrynopus_chaparroi,,7016.45
Anura,Phrynopus_curator,Phrynopus_curator,4892.79
Anura,Phrynopus_daemon,,5801.28
Anura,Phrynopus_dagmarae,Phrynopus_dagmarae,7568.91
Anura,Phrynopus_dumicola,,6751.05
Anura,Phrynopus_heimorum,Phrynopus_heimorum,7996.7
Anura,Phrynopus_horstpauli,Phrynopus_horstpauli,8137.79
Anura,Phrynopus_interstinctus,Phrynopus_interstinctus,7855.61
Anura,Phrynopus_inti,,6175.27
Anura,Phrynopus_juninensis,Phrynopus_juninensis,7531.37
Anura,Phrynopus_kauneorum,Phrynopus_kauneorum,7000.03
Anura,Phrynopus_kotosh,Phrynopus_kotosh,8116.12
Anura,Phrynopus_lapidoides,,6813.01
Anura,Phrynopus_lechriorhynchus,Phrynopus_lechriorhynchus,6813.01
Anura,Phrynopus_mariellaleo,,
Anura,Phrynopus_miroslawae,Phrynopus_miroslawae,5575.66
Anura,Phrynopus_montium,Phrynopus_montium,7531.37
Anura,Phrynopus_nicoleae,Phrynopus_nicoleae,5575.66
Anura,Phrynopus_oblivius,Phrynopus_oblivius,7258.3
Anura,Phrynopus_paucari,Phrynopus_paucari,8105.23
Anura,Phrynopus_personatus,,6751.05
Anura,Phrynopus_peruanus,Phrynopus_peruanus,7258.3
Anura,Phrynopus_pesantesi,Phrynopus_pesantesi,8130.79
Anura,Phrynopus_remotum,,
Anura,Phrynopus_tautzorum,Phrynopus_tautzorum,8137.79
Anura,Phrynopus_thompsoni,Phrynopus_thompsoni,8203.83
Anura,Phrynopus_tribulosus,Phrynopus_tribulosus,5265.86
Anura,Phrynopus_unchog,,5770.41
Anura,Phrynopus_valquii,,7494.2
Anura,Phrynopus_vestigiatus,Phrynopus_vestigiatus,5949
Anura,Pristimantis_aaptus,Pristimantis_aaptus,5190.1
Anura,Pristimantis_abakapa,Pristimantis_abakapa,5634.14
Anura,Pristimantis_academicus,Pristimantis_academicus,
Anura,Pristimantis_acatallelus,Pristimantis_acatallelus,5047.54
Anura,Pristimantis_acerus,Pristimantis_acerus,8269.93
Anura,Pristimantis_achatinus,Pristimantis_achatinus,4992.04
Anura,Pristimantis_actinolaimus,Pristimantis_actinolaimus,5728.05
Anura,Pristimantis_actites,Pristimantis_actites,7435.29
Anura,Pristimantis_acuminatus,Pristimantis_acuminatus,5088.8
Anura,Pristimantis_acutirostris,Pristimantis_acutirostris,7478.67
Anura,Pristimantis_adiastolus,Pristimantis_adiastolus,5080.32
Anura,Pristimantis_adnus,Pristimantis_adnus,4747.5
Anura,Pristimantis_aemulatus,Pristimantis_aemulatus,4941.14
Anura,Pristimantis_affinis,Pristimantis_affinis,6486.31
Anura,Pristimantis_afrox,,
Anura,Pristimantis_alalocophus,Pristimantis_alalocophus,6738.15
Anura,Pristimantis_albericoi,Pristimantis_albericoi,4889.92
Anura,Pristimantis_albertus,Pristimantis_albertus,5204.4
Anura,Pristimantis_albujai,,
Anura,Pristimantis_allpapuyu,,
Anura,Pristimantis_almendarizi,Pristimantis_almendariz,
Anura,Pristimantis_altae,Pristimantis_altae,4413.35
Anura,Pristimantis_altamazonicus,Pristimantis_altamazonicus,5161.87
Anura,Pristimantis_altamnis,Pristimantis_altamnis,4919.5
Anura,Pristimantis_ameliae,,6259.9
Anura,Pristimantis_amydrotus,Pristimantis_amydrotus,5779.69
Anura,Pristimantis_andinogigas,,
Anura,Pristimantis_andinognomus,Pristimantis_andinognomus,
Anura,Pristimantis_anemerus,Pristimantis_anemerus,5405.19
Anura,Pristimantis_angustilineatus,Pristimantis_angustilineatus,5149.94
Anura,Pristimantis_aniptopalmatus,Pristimantis_aniptopalmatus,5079.32
Anura,Pristimantis_anolirex,Pristimantis_anolirex,5712.6
Anura,Pristimantis_anotis,Pristimantis_anotis,4994.14
Anura,Pristimantis_antisuyu,,
Anura,Pristimantis_apiculatus,Pristimantis_apiculatus,7108.83
Anura,Pristimantis_appendiculatus,Pristimantis_appendiculatus,6616.72
Anura,Pristimantis_aquilonaris,Pristimantis_aquilonaris,7059.09
Anura,Pristimantis_ardalonychus,Pristimantis_ardalonychus,6029.15
Anura,Pristimantis_ardilae,,
Anura,Pristimantis_ardyae,Pristimantis_ardyae,
Anura,Pristimantis_ashaninka,,5025.8
Anura,Pristimantis_atillo,,
Anura,Pristimantis_atrabracus,Pristimantis_atrabracus,5127.48
Anura,Pristimantis_atratus,Pristimantis_atratus,6788.55
Anura,Pristimantis_attenboroughi,,5898.21
Anura,Pristimantis_aurantiguttatus,Pristimantis_aurantiguttatus,5117.25
Anura,Pristimantis_aureolineatus,Pristimantis_aureolineatus,5174.05
Anura,Pristimantis_aureoventris,Pristimantis_aureoventris,5708.53
Anura,Pristimantis_auricarens,Pristimantis_auricarens,5650.44
Anura,Pristimantis_avicuporum,Pristimantis_avicuporum,4962.66
Anura,Pristimantis_avius,Pristimantis_avius,5421.74
Anura,Pristimantis_bacchus,Pristimantis_bacchus,6434.69
Anura,Pristimantis_baiotis,Pristimantis_baiotis,5075.13
Anura,Pristimantis_balionotus,Pristimantis_balionotus,5921.1
Anura,Pristimantis_bambu,Pristimantis_bambu,8152.28
Anura,Pristimantis_barrigai,,
Anura,Pristimantis_baryecuus,Pristimantis_baryecuus,7645.74
Anura,Pristimantis_batrachites,Pristimantis_batrachites,6227.38
Anura,Pristimantis_bearsei,Pristimantis_bearsei,5237.25
Anura,Pristimantis_bellae,Pristimantis_bellae,
Anura,Pristimantis_bellator,Pristimantis_bellator,7566.77
Anura,Pristimantis_bellona,Pristimantis_bellona,4818.25
Anura,Pristimantis_bernali,Pristimantis_bernali,6071.75
Anura,Pristimantis_bicantus,Pristimantis_bicantus,
Anura,Pristimantis_bicolor,Pristimantis_bicolor,5965.86
Anura,Pristimantis_bicumulus,Pristimantis_bicumulus,4969.95
Anura,Pristimantis_bipunctatus,Pristimantis_bipunctatus,5320.03
Anura,Pristimantis_boconoensis,Paramophrynella_boconoensis,4953.66
Anura,Pristimantis_bogotensis,Pristimantis_bogotensis,7996.65
Anura,Pristimantis_boucephalus,,4892.79
Anura,Pristimantis_boulengeri,Pristimantis_boulengeri,6253.77
Anura,Pristimantis_bounides,,5082.27
Anura,Pristimantis_bowara,,
Anura,Pristimantis_brevicrus,,
Anura,Pristimantis_brevifrons,Pristimantis_brevifrons,5419.14
Anura,Pristimantis_briceni,Mucubatrachus_briceni,6060.2
Anura,Pristimantis_bromeliaceus,Pristimantis_bromeliaceus,5113.47
Anura,Pristimantis_buccinator,Pristimantis_buccinator,5074.02
Anura,Pristimantis_buckleyi,Pristimantis_buckleyi,6493.61
Anura,Pristimantis_buenaventura,,
Anura,Pristimantis_bustamante,Pristimantis_bustamante,5249.39
Anura,Pristimantis_cabrerai,Pristimantis_cabrerai,5638.26
Anura,Pristimantis_cacao,Pristimantis_cacao,4762.06
Anura,Pristimantis_caeruleonotus,Pristimantis_caeruleonotus,7503.21
Anura,Pristimantis_cajamarcensis,Pristimantis_cajamarcensis,5934.28
Anura,Pristimantis_cajanuma,,
Anura,Pristimantis_calcaratus,Pristimantis_calcaratus,5258.65
Anura,Pristimantis_calcarulatus,Pristimantis_calcarulatus,6632.05
Anura,Pristimantis_calima,,
Anura,Pristimantis_caniari,,
Anura,Pristimantis_cantitans,Pristimantis_cantitans,5674.31
Anura,Pristimantis_capitonis,Pristimantis_capitonis,5082.77
Anura,Pristimantis_caprifer,Pristimantis_caprifer,4427.48
Anura,Pristimantis_carlosceroni,Pristimantis_carlosceroni,
Anura,Pristimantis_carlossanchezi,Pristimantis_carlossanchezi,7375.62
Anura,Pristimantis_carmelitae,Pristimantis_carmelitae,4710.83
Anura,Pristimantis_carranguerorum,Pristimantis_carranguerorum,5193.16
Anura,Pristimantis_carvalhoi,Pristimantis_carvalhoi,5170.49
Anura,Pristimantis_caryophyllaceus,Pristimantis_caryophyllaceus,4610.71
Anura,Pristimantis_cedros,,4003.05
Anura,Pristimantis_celator,Pristimantis_celator,6877.61
Anura,Pristimantis_cerasinus,Pristimantis_cerasinus,4652.72
Anura,Pristimantis_ceuthospilus,Pristimantis_ceuthospilus,5376.23
Anura,Pristimantis_chalceus,Pristimantis_chalceus,4811.8
Anura,Pristimantis_chamezensis,,
Anura,Pristimantis_charlottevillensis,Pristimantis_charlottevillensis,5514.71
Anura,Pristimantis_chiastonotus,Pristimantis_chiastonotus,5823.59
Anura,Pristimantis_chimu,Pristimantis_chimu,5636.52
Anura,Pristimantis_chloronotus,Pristimantis_chloronotus,5943.97
Anura,Pristimantis_chocoensis,,
Anura,Pristimantis_chomskyi,,
Anura,Pristimantis_chrysops,Pristimantis_chrysops,4889.88
Anura,Pristimantis_churuwiai,,
Anura,Pristimantis_cisnerosi,,
Anura,Pristimantis_citriogaster,Pristimantis_citriogaster,5159.42
Anura,Pristimantis_colodactylus,Pristimantis_colodactylus,6078.2
Anura,Pristimantis_colomai,Pristimantis_colomai,5204.74
Anura,Pristimantis_colonensis,Pristimantis_colonensis,5859.54
Anura,Pristimantis_colostichos,Pristimantis_colostichos,5662.78
Anura,Pristimantis_condor,Pristimantis_condor,5040.94
Anura,Pristimantis_conservatio,Pristimantis_conservatio,4940.89
Anura,Pristimantis_conspicillatus,Pristimantis_conspicillatus,5168.77
Anura,Pristimantis_cordovae,Pristimantis_cordovae,8229.3
Anura,Pristimantis_corniger,Pristimantis_corniger,4823.48
Anura,Pristimantis_coronatus,Pristimantis_coronatus,7751.17
Anura,Pristimantis_corrugatus,Pristimantis_corrugatus,6546.82
Anura,Pristimantis_cosnipatae,Pristimantis_cosnipatae,7211.63
Anura,Pristimantis_cremnobates,Pristimantis_cremnobates,5501.72
Anura,Pristimantis_crenunguis,Pristimantis_crenunguis,4640.86
Anura,Pristimantis_cristinae,Pristimantis_cristinae,4605.97
Anura,Pristimantis_croceoinguinis,Pristimantis_croceoinguinis,5150.74
Anura,Pristimantis_crucifer,Pristimantis_crucifer,5451.43
Anura,Pristimantis_cruciocularis,Pristimantis_cruciocularis,5320.03
Anura,Pristimantis_cruentus,Pristimantis_cruentus,4666.05
Anura,Pristimantis_cryophilius,Pristimantis_cryophilius,8349.98
Anura,Pristimantis_cryptomelas,Pristimantis_cryptomelas,5519.75
Anura,Pristimantis_cuentasi,Pristimantis_cuentasi,5102.11
Anura,Pristimantis_culatensis,Mucubatrachus_culatensis,5662.78
Anura,Pristimantis_cuneirostris,Pristimantis_cuneirostris,5127.48
Anura,Pristimantis_curtipes,Pristimantis_curtipes,8277.89
Anura,Pristimantis_danae,Pristimantis_danae,5043.6
Anura,Pristimantis_degener,Pristimantis_degener,4139.47
Anura,Pristimantis_deinops,Pristimantis_deinops,5057.46
Anura,Pristimantis_delicatus,Pristimantis_delicatus,4710.83
Anura,Pristimantis_delius,Pristimantis_delius,5119.31
Anura,Pristimantis_dendrobatoides,Pristimantis_dendrobatoides,5965
Anura,Pristimantis_devillei,Pristimantis_devillei,5642.06
Anura,Pristimantis_deyi,Pristimantis_deyi,5759.72
Anura,Pristimantis_diadematus,Pristimantis_diadematus,5131.59
Anura,Pristimantis_diaphonus,Pristimantis_diaphonus,5210.41
Anura,Pristimantis_diogenes,Pristimantis_diogenes,5175.96
Anura,Pristimantis_dissimulatus,Pristimantis_dissimulatus,6896.73
Anura,Pristimantis_divnae,Pristimantis_divnae,5152.85
Anura,Pristimantis_dorado,,5199.66
Anura,Pristimantis_dorsopictus,Pristimantis_dorsopictus,5999.02
Anura,Pristimantis_duellmani,Pristimantis_duellmani,5577.8
Anura,Pristimantis_duende,Pristimantis_duende,5464.83
Anura,Pristimantis_dundeei,Pristimantis_dundeei,4911.08
Anura,Pristimantis_ecuadorensis,,
Anura,Pristimantis_educatoris,Pristimantis_educatoris,
Anura,Pristimantis_elegans,Pristimantis_elegans,7801.69
